	event_type	country	admin1	admin2	event_date	iso3
21390	Battles	Somalia	Hiraan	Belet Weyne	2019-03	SOM
21391	Violence against civilians	Somalia	Bay	Baydhaba	2019-03	SOM
21392	Violence against civilians	Somalia	Bakool	Xudur	2019-03	SOM
21393	Explosions/Remote violence	Somalia	Hiraan	Bulo Burto	2019-03	SOM
21396	Violence against civilians	South Sudan	Warrap	Tonj South	2019-03	SSD
21397	Battles	South Sudan	Central Equatoria	Yei	2019-03	SSD
21398	Battles	South Sudan	Central Equatoria	Yei	2019-03	SSD
21399	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21400	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21401	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21402	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-03	SSD
21403	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-03	SSD
21404	Violence against civilians	South Sudan	Central Equatoria	Yei	2019-03	SSD
21405	Violence against civilians	South Sudan	Central Equatoria	Yei	2019-03	SSD
21406	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-03	SSD
21408	Battles	South Sudan	Central Equatoria	Yei	2019-03	SSD
21409	Battles	South Sudan	Central Equatoria	Lainya	2019-03	SSD
21410	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21412	Strategic developments	South Sudan	Central Equatoria	Yei	2019-03	SSD
21413	Explosions/Remote violence	Somalia	Gedo	Ceel Waaq	2019-03	SOM
21414	Battles	South Sudan	Unity	Mayendit	2019-03	SSD
21415	Violence against civilians	South Sudan	Western Bahr el Ghazal	Jur River	2019-03	SSD
21421	Battles	South Sudan	Western Equatoria	Mundri West	2019-03	SSD
21422	Battles	South Sudan	Central Equatoria	Juba	2019-03	SSD
21423	Strategic developments	Somalia	Lower Shabelle	Marka	2019-03	SOM
21424	Battles	Somalia	Sool	Laas Caanood	2019-03	SOM
21425	Explosions/Remote violence	Somalia	Gedo	Ceel Waaq	2019-03	SOM
21426	Battles	Somalia	Lower Shabelle	Marka	2019-03	SOM
21428	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21429	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21430	Violence against civilians	South Sudan	Central Equatoria	Juba	2019-03	SSD
21431	Riots	Uganda	Northern	Omoro	2019-03	UGA
21432	Battles	Somalia	Sool	Laas Caanood	2019-03	SOM
21433	Battles	Somalia	Lower Shabelle	Wanla Weyn	2019-03	SOM
21434	Violence against civilians	Somalia	Mudug	Gaalkacyo	2019-03	SOM
21435	Explosions/Remote violence	Somalia	Bakool	Waajid	2019-03	SOM
21438	Violence against civilians	Uganda	Western	Kyegegwa	2019-03	UGA
21439	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21440	Strategic developments	Somalia	Banadir	Banadir	2019-03	SOM
21441	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21442	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21443	Violence against civilians	South Sudan	Western Equatoria	Maridi	2019-03	SSD
21444	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21446	Violence against civilians	South Sudan	Unity	Abiemnhom	2019-03	SSD
21447	Strategic developments	South Sudan	Central Equatoria	Juba	2019-03	SSD
21449	Violence against civilians	South Sudan	Unity	Abiemnhom	2019-03	SSD
21450	Strategic developments	Somalia	Lower Shabelle	Afgooye	2019-03	SOM
21451	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2019-03	SOM
21455	Battles	Somalia	Lower Shabelle	Marka	2019-03	SOM
21456	Battles	Somalia	Sool	Laas Caanood	2019-03	SOM
21457	Battles	Somalia	Hiraan	Belet Weyne	2019-03	SOM
21458	Strategic developments	Somalia	Middle Shabelle	Jowhar	2019-03	SOM
21460	Violence against civilians	South Sudan	Central Equatoria	Juba	2019-03	SSD
21461	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21462	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21463	Violence against civilians	Uganda	Northern	Arua	2019-03	UGA
21464	Riots	Uganda	Central	Kampala	2019-03	UGA
21466	Explosions/Remote violence	Somalia	Hiraan	Belet Weyne	2019-03	SOM
21468	Battles	Somalia	Galgaduud	Cadaado	2019-03	SOM
21469	Battles	Somalia	Middle Shabelle	Balcad	2019-03	SOM
21470	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21471	Violence against civilians	Ethiopia	Somali	Daawa	2019-03	ETH
21472	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21473	Battles	South Sudan	Unity	Abiemnhom	2019-03	SSD
21474	Battles	South Sudan	Unity	Abiemnhom	2019-03	SSD
21476	Protests	Kenya	Bungoma	Kanduyi	2019-03	KEN
21477	Strategic developments	Somalia	Gedo	Baardheere	2019-03	SOM
21479	Battles	Somalia	Bay	Baydhaba	2019-03	SOM
21480	Violence against civilians	Somalia	Mudug	Gaalkacyo	2019-03	SOM
21481	Explosions/Remote violence	Somalia	Bay	Baydhaba	2019-03	SOM
21482	Explosions/Remote violence	Somalia	Hiraan	Belet Weyne	2019-03	SOM
21483	Explosions/Remote violence	Somalia	Hiraan	Belet Weyne	2019-03	SOM
21484	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21485	Violence against civilians	Ethiopia	Oromia	Borena	2019-03	ETH
21486	Violence against civilians	Uganda	Western	Kikuube	2019-03	UGA
21487	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21488	Battles	Somalia	Lower Shabelle	Kurtunwaarey	2019-02	SOM
21489	Battles	Somalia	Middle Shabelle	Jowhar	2019-02	SOM
21491	Explosions/Remote violence	Somalia	Bay	Baydhaba	2019-02	SOM
21492	Riots	Kenya	Migori	Suna West	2019-02	KEN
21493	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21494	Violence against civilians	South Sudan	Central Equatoria	Yei	2019-02	SSD
21495	Violence against civilians	South Sudan	Central Equatoria	Yei	2019-02	SSD
21496	Explosions/Remote violence	Somalia	Hiraan	Belet Weyne	2019-02	SOM
21500	Battles	South Sudan	Western Equatoria	Mundri East	2019-02	SSD
21501	Explosions/Remote violence	Somalia	Hiraan	Bulo Burto	2019-02	SOM
21502	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-02	SSD
21503	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-02	SSD
21506	Protests	Uganda	Eastern	Bugiri	2019-02	UGA
21507	Protests	Uganda	Northern	Kitgum	2019-02	UGA
21508	Battles	Kenya	West Pokot	Kacheliba	2019-02	KEN
21509	Violence against civilians	Kenya	Turkana	Turkana South	2019-02	KEN
21510	Explosions/Remote violence	Somalia	Gedo	Baardheere	2019-02	SOM
21512	Battles	Somalia	Lower Shabelle	Qoryooley	2019-02	SOM
21513	Battles	Somalia	Nugaal	Garoowe	2019-02	SOM
21514	Violence against civilians	Somalia	Gedo	Garbahaarey	2019-02	SOM
21515	Battles	Somalia	Gedo	Baardheere	2019-02	SOM
21516	Violence against civilians	Somalia	Woqooyi Galbeed	Hargeysa	2019-02	SOM
21517	Violence against civilians	Somalia	Lower Shabelle	Wanla Weyn	2019-02	SOM
21520	Violence against civilians	Kenya	West Pokot	Pokot South	2019-02	KEN
21521	Violence against civilians	Kenya	Kajiado	Kajiado East	2019-02	KEN
21522	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21523	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21524	Protests	Ethiopia	SNNP	Wolayita	2019-02	ETH
21525	Violence against civilians	South Sudan	Central Equatoria	Yei	2019-02	SSD
21526	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-02	SSD
21527	Battles	Ethiopia	Tigray	Western	2019-02	ETH
21528	Violence against civilians	Somalia	Lower Juba	Kismaayo	2019-02	SOM
21529	Battles	Somalia	Lower Juba	Kismaayo	2019-02	SOM
21530	Battles	Uganda	Central	Wakiso	2019-02	UGA
21531	Riots	Uganda	Eastern	Butaleja	2019-02	UGA
21533	Protests	Somalia	Mudug	Gaalkacyo	2019-02	SOM
21534	Battles	Somalia	Bari	Bossaso	2019-02	SOM
21535	Violence against civilians	Somalia	Mudug	Gaalkacyo	2019-02	SOM
21536	Violence against civilians	Somalia	Mudug	Jariiban	2019-02	SOM
21537	Violence against civilians	Somalia	Mudug	Gaalkacyo	2019-02	SOM
21538	Violence against civilians	Somalia	Middle Shabelle	Balcad	2019-02	SOM
21540	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21541	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21542	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-02	SOM
21546	Explosions/Remote violence	Somalia	Hiraan	Belet Weyne	2019-02	SOM
21547	Violence against civilians	Somalia	Mudug	Gaalkacyo	2019-02	SOM
21549	Explosions/Remote violence	Somalia	Hiraan	Belet Weyne	2019-02	SOM
21550	Battles	Somalia	Lower Shabelle	Marka	2019-02	SOM
21551	Battles	Somalia	Middle Shabelle	Balcad	2019-02	SOM
21552	Violence against civilians	Somalia	Hiraan	Bulo Burto	2019-02	SOM
21553	Riots	Somalia	Woqooyi Galbeed	Hargeysa	2019-02	SOM
21557	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21558	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21559	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21560	Violence against civilians	Somalia	Mudug	Gaalkacyo	2019-02	SOM
21561	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21562	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21563	Violence against civilians	Uganda	Central	Mukono	2019-02	UGA
21564	Protests	Kenya	Trans Nzoia	Saboti	2019-02	KEN
21566	Battles	Somalia	Hiraan	Belet Weyne	2019-02	SOM
21567	Battles	Somalia	Bakool	Xudur	2019-02	SOM
21568	Battles	Somalia	Lower Shabelle	Afgooye	2019-02	SOM
21569	Battles	Somalia	Middle Shabelle	Cadale	2019-02	SOM
21571	Violence against civilians	Somalia	Bay	Baydhaba	2019-02	SOM
21572	Strategic developments	Somalia	Bay	Baydhaba	2019-02	SOM
21575	Protests	Somalia	Hiraan	Belet Weyne	2019-02	SOM
21576	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21577	Violence against civilians	South Sudan	Western Equatoria	Yambio	2019-02	SSD
21578	Battles	Somalia	Lower Shabelle	Marka	2019-02	SOM
21579	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21580	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21581	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21583	Explosions/Remote violence	Somalia	Hiraan	Belet Weyne	2019-02	SOM
21587	Battles	South Sudan	Unity	Guit	2019-02	SSD
21588	Explosions/Remote violence	Somalia	Middle Juba	Jilib	2019-02	SOM
21589	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2019-02	SOM
21590	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2019-02	SOM
21591	Explosions/Remote violence	Somalia	Lower Shabelle	Qoryooley	2019-02	SOM
21593	Battles	Somalia	Hiraan	Jalalaqsi	2019-02	SOM
21596	Protests	Somalia	Sanaag	Ceerigaabo	2019-02	SOM
21597	Violence against civilians	Somalia	Mudug	Xarardheere	2019-02	SOM
21598	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21599	Riots	Uganda	Northern	Napak	2019-02	UGA
21600	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2019-02	SOM
21601	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21602	Battles	Somalia	Gedo	Baardheere	2019-02	SOM
21605	Battles	Somalia	Lower Shabelle	Marka	2019-02	SOM
21606	Explosions/Remote violence	Somalia	Middle Shabelle	Balcad	2019-02	SOM
21607	Explosions/Remote violence	Somalia	Middle Shabelle	Balcad	2019-02	SOM
21609	Violence against civilians	Somalia	Mudug	Gaalkacyo	2019-02	SOM
21612	Strategic developments	Somalia	Banadir	Banadir	2019-02	SOM
21613	Protests	Kenya	Migori	Suna West	2019-02	KEN
21621	Riots	South Sudan	Jonglei	Bor South	2019-02	SSD
21622	Protests	Ethiopia	Sidama	Sidama	2019-02	ETH
21625	Battles	Somalia	Middle Shabelle	Balcad	2019-02	SOM
21626	Battles	Somalia	Hiraan	Belet Weyne	2019-02	SOM
21627	Explosions/Remote violence	Somalia	Lower Juba	Afmadow	2019-02	SOM
21629	Riots	Kenya	Bungoma	Kimilili	2019-02	KEN
21631	Protests	Uganda	Northern	Amuru	2019-02	UGA
21632	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21633	Battles	Somalia	Lower Shabelle	Afgooye	2019-02	SOM
21634	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21635	Protests	Kenya	Kericho	Buret	2019-02	KEN
21637	Battles	Somalia	Middle Shabelle	Balcad	2019-02	SOM
21638	Violence against civilians	Somalia	Mudug	Gaalkacyo	2019-02	SOM
21639	Violence against civilians	Somalia	Mudug	Gaalkacyo	2019-02	SOM
21640	Explosions/Remote violence	Somalia	Middle Shabelle	Balcad	2019-02	SOM
21641	Violence against civilians	South Sudan	Warrap	Tonj South	2019-02	SSD
21642	Explosions/Remote violence	Somalia	Gedo	Baardheere	2019-02	SOM
21644	Protests	Uganda	Eastern	Jinja	2019-02	UGA
21645	Battles	South Sudan	Central Equatoria	Morobo	2019-02	SSD
21646	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2019-02	SOM
21647	Violence against civilians	Ethiopia	Oromia	Guji	2019-02	ETH
21649	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21652	Strategic developments	South Sudan	Central Equatoria	Juba	2019-02	SSD
21653	Battles	South Sudan	Western Equatoria	Mundri East	2019-02	SSD
21654	Violence against civilians	South Sudan	Central Equatoria	Yei	2019-02	SSD
21655	Violence against civilians	South Sudan	Lakes	Rumbek Centre	2019-02	SSD
21658	Violence against civilians	Somalia	Galgaduud	Ceel Buur	2019-02	SOM
21659	Violence against civilians	Somalia	Galgaduud	Dhuusamarreeb	2019-02	SOM
21660	Battles	Somalia	Lower Juba	Afmadow	2019-02	SOM
21662	Explosions/Remote violence	Somalia	Middle Shabelle	Balcad	2019-02	SOM
21663	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-02	SOM
21664	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21665	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-02	SOM
21666	Strategic developments	Ethiopia	Oromia	Finfine Special	2019-02	ETH
21667	Explosions/Remote violence	Somalia	Lower Juba	Kismaayo	2019-02	SOM
21668	Protests	Uganda	Eastern	Jinja	2019-02	UGA
21670	Battles	Somalia	Hiraan	Jalalaqsi	2019-02	SOM
21671	Violence against civilians	Somalia	Lower Shabelle	Afgooye	2019-02	SOM
21672	Violence against civilians	Somalia	Mudug	Gaalkacyo	2019-02	SOM
21673	Explosions/Remote violence	Somalia	Bay	Baydhaba	2019-02	SOM
21675	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21676	Strategic developments	South Sudan	Central Equatoria	Yei	2019-02	SSD
21677	Violence against civilians	Somalia	Lower Juba	Kismaayo	2019-02	SOM
21683	Explosions/Remote violence	Somalia	Middle Shabelle	Balcad	2019-02	SOM
21685	Battles	Somalia	Hiraan	Jalalaqsi	2019-02	SOM
21686	Battles	Somalia	Lower Shabelle	Baraawe	2019-02	SOM
21687	Violence against civilians	Somalia	Mudug	Jariiban	2019-02	SOM
21688	Explosions/Remote violence	Somalia	Hiraan	Belet Weyne	2019-02	SOM
21689	Explosions/Remote violence	Somalia	Middle Shabelle	Balcad	2019-02	SOM
21693	Battles	Kenya	Turkana	Turkana South	2019-02	KEN
21697	Battles	Somalia	Bakool	Xudur	2019-02	SOM
21698	Battles	Somalia	Lower Shabelle	Qoryooley	2019-02	SOM
21699	Battles	Somalia	Lower Shabelle	Qoryooley	2019-02	SOM
21700	Strategic developments	Somalia	Woqooyi Galbeed	Hargeysa	2019-02	SOM
21701	Violence against civilians	Somalia	Lower Shabelle	Qoryooley	2019-02	SOM
21702	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21703	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21704	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-02	SOM
21705	Violence against civilians	Ethiopia	Oromia	West Guji	2019-02	ETH
21706	Explosions/Remote violence	Somalia	Lower Juba	Kismaayo	2019-02	SOM
21707	Battles	Somalia	Lower Shabelle	Afgooye	2019-02	SOM
21708	Strategic developments	Somalia	Hiraan	Bulo Burto	2019-02	SOM
21710	Battles	Somalia	Lower Juba	Afmadow	2019-02	SOM
21711	Battles	Somalia	Middle Shabelle	Jowhar	2019-02	SOM
21712	Protests	Somalia	Woqooyi Galbeed	Hargeysa	2019-02	SOM
21713	Explosions/Remote violence	Somalia	Lower Juba	Kismaayo	2019-02	SOM
21715	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-02	SOM
21716	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21717	Violence against civilians	South Sudan	Central Equatoria	Yei	2019-02	SSD
21718	Violence against civilians	South Sudan	Warrap	Gogrial West	2019-02	SSD
21719	Explosions/Remote violence	Somalia	Lower Shabelle	Wanla Weyn	2019-02	SOM
21721	Battles	South Sudan	Eastern Equatoria	Budi	2019-02	SSD
21722	Violence against civilians	South Sudan	Central Equatoria	Yei	2019-02	SSD
21723	Violence against civilians	South Sudan	Western Equatoria	Maridi	2019-02	SSD
21724	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-02	SSD
21725	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-02	SSD
21726	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-02	SSD
21727	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-02	SSD
21728	Violence against civilians	South Sudan	Central Equatoria	Yei	2019-02	SSD
21730	Riots	Uganda	Central	Mukono	2019-02	UGA
21731	Riots	Uganda	Western	Hoima	2019-02	UGA
21736	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2019-02	SOM
21737	Battles	Uganda	Western	Hoima	2019-02	UGA
21738	Violence against civilians	Uganda	Western	Hoima	2019-02	UGA
21739	Battles	Somalia	Bay	Baydhaba	2019-02	SOM
21740	Protests	Somalia	Gedo	Baardheere	2019-02	SOM
21741	Explosions/Remote violence	Somalia	Hiraan	Jalalaqsi	2019-02	SOM
21742	Battles	Somalia	Hiraan	Jalalaqsi	2019-02	SOM
21743	Violence against civilians	South Sudan	Western Equatoria	Tambura	2019-02	SSD
21744	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-02	SOM
21745	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-02	SOM
21746	Strategic developments	Somalia	Banadir	Banadir	2019-02	SOM
21747	Strategic developments	Ethiopia	Amhara	West Gondar	2019-02	ETH
21748	Violence against civilians	South Sudan	Western Equatoria	Maridi	2019-02	SSD
21749	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2019-02	SOM
21750	Battles	Somalia	Lower Juba	Kismaayo	2019-02	SOM
21751	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21752	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-02	SOM
21756	Protests	Kenya	Nairobi	Starehe	2019-02	KEN
21757	Violence against civilians	Uganda	Western	Kisoro	2019-02	UGA
21758	Battles	Somalia	Lower Shabelle	Afgooye	2019-02	SOM
21759	Strategic developments	Somalia	Bari	Bossaso	2019-02	SOM
21760	Violence against civilians	Somalia	Togdheer	Burco	2019-02	SOM
21761	Violence against civilians	Somalia	Sanaag	Ceerigaabo	2019-02	SOM
21762	Strategic developments	Somalia	Lower Juba	Kismaayo	2019-02	SOM
21764	Battles	Somalia	Lower Juba	Jamaame	2019-02	SOM
21765	Strategic developments	Somalia	Banadir	Banadir	2019-02	SOM
21766	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-02	SOM
21767	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-02	SOM
21768	Violence against civilians	Ethiopia	Oromia	Borena	2019-02	ETH
21770	Battles	Somalia	Bakool	Xudur	2019-02	SOM
21771	Battles	Somalia	Lower Shabelle	Marka	2019-02	SOM
21772	Violence against civilians	Somalia	Hiraan	Belet Weyne	2019-02	SOM
21773	Riots	Somalia	Hiraan	Belet Weyne	2019-02	SOM
21775	Violence against civilians	South Sudan	Jonglei	Uror	2019-02	SSD
21776	Battles	Somalia	Bay	Buur Hakaba	2019-02	SOM
21777	Violence against civilians	Ethiopia	Amhara	Central Gondar	2019-02	ETH
21778	Violence against civilians	Ethiopia	Amhara	Central Gondar	2019-02	ETH
21779	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21780	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21782	Battles	South Sudan	Western Equatoria	Mundri West	2019-02	SSD
21783	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2019-02	SOM
21784	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2019-02	SOM
21786	Violence against civilians	Somalia	Middle Shabelle	Cadale	2019-02	SOM
21788	Battles	Somalia	Lower Juba	Badhaadhe	2019-02	SOM
21789	Battles	Somalia	Lower Shabelle	Afgooye	2019-02	SOM
21790	Battles	Somalia	Middle Shabelle	Cadale	2019-02	SOM
21791	Violence against civilians	Somalia	Mudug	Galdogob	2019-02	SOM
21792	Violence against civilians	Somalia	Lower Juba	Afmadow	2019-02	SOM
21793	Strategic developments	Somalia	Lower Juba	Kismaayo	2019-02	SOM
21794	Explosions/Remote violence	Somalia	Middle Shabelle	Balcad	2019-02	SOM
21795	Protests	Somalia	Woqooyi Galbeed	Gebiley	2019-02	SOM
21796	Violence against civilians	South Sudan	Jonglei	Nyirol	2019-02	SSD
21797	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21798	Strategic developments	Ethiopia	Amhara	South Gondar	2019-02	ETH
21799	Explosions/Remote violence	Somalia	Lower Juba	Kismaayo	2019-02	SOM
21800	Violence against civilians	Uganda	Central	Wakiso	2019-02	UGA
21804	Violence against civilians	Somalia	Lower Shabelle	Afgooye	2019-02	SOM
21806	Battles	Somalia	Bay	Baydhaba	2019-02	SOM
21807	Battles	Somalia	Lower Juba	Badhaadhe	2019-02	SOM
21808	Battles	Somalia	Lower Shabelle	Afgooye	2019-02	SOM
21809	Violence against civilians	Somalia	Mudug	Gaalkacyo	2019-02	SOM
21810	Violence against civilians	Somalia	Hiraan	Belet Weyne	2019-02	SOM
21811	Battles	South Sudan	Central Equatoria	Morobo	2019-02	SSD
21812	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
21813	Strategic developments	Ethiopia	SNNP	Halaba	2019-02	ETH
21814	Battles	South Sudan	Central Equatoria	Morobo	2019-02	SSD
21815	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-02	SOM
21816	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21817	Battles	Somalia	Banadir	Banadir	2019-02	SOM
21821	Explosions/Remote violence	Somalia	Lower Juba	Jamaame	2019-02	SOM
21822	Violence against civilians	South Sudan	Lakes	Yirol West	2019-02	SSD
21825	Battles	Somalia	Lower Shabelle	Marka	2019-02	SOM
21826	Battles	South Sudan	Central Equatoria	Morobo	2019-02	SSD
21827	Protests	Uganda	Western	Hoima	2019-02	UGA
21828	Violence against civilians	Somalia	Banadir	Banadir	2019-02	SOM
