	event_type	country	admin1	admin2	event_date	iso3
511	Battles	Somalia	Bakool	Waajid	2021-12	SOM
512	Violence against civilians	Somalia	Banadir	Banadir	2021-12	SOM
513	Battles	Somalia	Banadir	Banadir	2021-12	SOM
514	Violence against civilians	Somalia	Lower Juba	Kismaayo	2021-12	SOM
515	Explosions/Remote violence	Ethiopia	Tigray	Mekelle	2021-12	ETH
516	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
517	Battles	Somalia	Middle Shabelle	Jowhar	2021-12	SOM
518	Protests	Somalia	Gedo	Belet Xaawo	2021-12	SOM
519	Explosions/Remote violence	Ethiopia	Tigray	Southern	2021-12	ETH
520	Violence against civilians	Somalia	Hiraan	Belet Weyne	2021-12	SOM
521	Violence against civilians	Somalia	Lower Juba	Kismaayo	2021-12	SOM
522	Riots	Uganda	Northern	Pader	2021-12	UGA
523	Protests	South Sudan	Eastern Equatoria	Kapoeta South	2021-12	SSD
525	Battles	Somalia	Bari	Bossaso	2021-12	SOM
526	Violence against civilians	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
527	Protests	Uganda	Northern	Arua	2021-12	UGA
528	Battles	South Sudan	Central Equatoria	Juba	2021-12	SSD
529	Violence against civilians	South Sudan	Eastern Equatoria	Torit	2021-12	SSD
532	Battles	Ethiopia	Oromia	West Guji	2021-12	ETH
533	Battles	Somalia	Lower Juba	Kismaayo	2021-12	SOM
534	Battles	South Sudan	Jonglei	Uror	2021-12	SSD
536	Explosions/Remote violence	Somalia	Banadir	Banadir	2021-12	SOM
537	Battles	Somalia	Banadir	Banadir	2021-12	SOM
538	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
539	Battles	Somalia	Bay	Baydhaba	2021-12	SOM
540	Battles	Somalia	Bay	Baydhaba	2021-12	SOM
541	Protests	South Sudan	Central Equatoria	Juba	2021-12	SSD
544	Battles	Somalia	Bari	Bossaso	2021-12	SOM
545	Battles	Ethiopia	Oromia	West Wellega	2021-12	ETH
548	Battles	Somalia	Bay	Baydhaba	2021-12	SOM
549	Battles	Somalia	Lower Juba	Kismaayo	2021-12	SOM
550	Battles	Somalia	Banadir	Banadir	2021-12	SOM
551	Battles	Somalia	Banadir	Banadir	2021-12	SOM
552	Protests	Uganda	Western	Bushenyi	2021-12	UGA
553	Protests	Uganda	Eastern	Katakwi	2021-12	UGA
554	Riots	Kenya	Kisii	Nyaribari Chache	2021-12	KEN
557	Protests	Kenya	Makueni	Makueni	2021-12	KEN
558	Battles	Ethiopia	Oromia	Guji	2021-12	ETH
559	Battles	Ethiopia	Oromia	West Hararge	2021-12	ETH
560	Violence against civilians	Ethiopia	Oromia	East Shewa	2021-12	ETH
562	Battles	Somalia	Lower Juba	Kismaayo	2021-12	SOM
563	Battles	Somalia	Banadir	Banadir	2021-12	SOM
564	Battles	Somalia	Lower Juba	Afmadow	2021-12	SOM
565	Battles	Somalia	Lower Juba	Badhaadhe	2021-12	SOM
567	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2021-12	SOM
568	Battles	Somalia	Banadir	Banadir	2021-12	SOM
569	Violence against civilians	Somalia	Hiraan	Belet Weyne	2021-12	SOM
570	Battles	Somalia	Lower Shabelle	Marka	2021-12	SOM
571	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
572	Explosions/Remote violence	Somalia	Bay	Diinsoor	2021-12	SOM
573	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
574	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
575	Battles	Ethiopia	Oromia	West Shewa	2021-12	ETH
576	Battles	Somalia	Banadir	Banadir	2021-12	SOM
577	Battles	Somalia	Lower Shabelle	Marka	2021-12	SOM
578	Battles	Somalia	Bay	Baydhaba	2021-12	SOM
579	Violence against civilians	Ethiopia	Oromia	West Shewa	2021-12	ETH
581	Violence against civilians	Somalia	Hiraan	Belet Weyne	2021-12	SOM
582	Violence against civilians	Uganda	Eastern	Jinja	2021-12	UGA
583	Strategic developments	Uganda	Central	Kampala	2021-12	UGA
586	Violence against civilians	Uganda	Eastern	Katakwi	2021-12	UGA
587	Strategic developments	Uganda	Central	Kampala	2021-12	UGA
589	Battles	Ethiopia	Oromia	West Guji	2021-12	ETH
590	Battles	Ethiopia	Oromia	Guji	2021-12	ETH
593	Battles	Somalia	Banadir	Banadir	2021-12	SOM
594	Battles	Somalia	Banadir	Banadir	2021-12	SOM
595	Violence against civilians	Somalia	Hiraan	Belet Weyne	2021-12	SOM
596	Battles	Somalia	Lower Shabelle	Marka	2021-12	SOM
597	Battles	South Sudan	Upper Nile	Luakpiny/Nasir	2021-12	SSD
598	Violence against civilians	South Sudan	Jonglei	Duk	2021-12	SSD
599	Strategic developments	Somalia	Galgaduud	Dhuusamarreeb	2021-12	SOM
600	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2021-12	SOM
601	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
602	Riots	Uganda	Central	Wakiso	2021-12	UGA
603	Battles	Kenya	Marsabit	North Horr	2021-12	KEN
604	Battles	Kenya	Marsabit	Saku	2021-12	KEN
605	Riots	Uganda	Western	Kabale	2021-12	UGA
607	Riots	Kenya	Kakamega	Likuyani	2021-12	KEN
608	Battles	Ethiopia	Oromia	Guji	2021-12	ETH
610	Violence against civilians	Somalia	Galgaduud	Cadaado	2021-12	SOM
611	Riots	South Sudan	Central Equatoria	Juba	2021-12	SSD
612	Violence against civilians	South Sudan	Unity	Mayendit	2021-12	SSD
613	Battles	Somalia	Banadir	Banadir	2021-12	SOM
614	Battles	Somalia	Lower Shabelle	Marka	2021-12	SOM
615	Battles	Somalia	Banadir	Banadir	2021-12	SOM
616	Battles	Somalia	Hiraan	Belet Weyne	2021-12	SOM
617	Protests	South Sudan	Central Equatoria	Juba	2021-12	SSD
618	Battles	South Sudan	Jonglei	Akobo	2021-12	SSD
619	Protests	Uganda	Central	Kampala	2021-12	UGA
620	Riots	Uganda	Eastern	Mayuge	2021-12	UGA
621	Violence against civilians	Kenya	Elgeyo-Marakwet	Marakwet East	2021-12	KEN
622	Protests	Uganda	Central	Masaka	2021-12	UGA
624	Protests	Ethiopia	Afar	Awsi /Zone 1	2021-12	ETH
625	Protests	Ethiopia	Amhara	West Gojam	2021-12	ETH
626	Battles	Ethiopia	Oromia	Guji	2021-12	ETH
627	Violence against civilians	Ethiopia	Oromia	East Wellega	2021-12	ETH
628	Violence against civilians	Ethiopia	Benishangul Gumz	Mao Komo Special	2021-12	ETH
629	Battles	Somalia	Lower Juba	Kismaayo	2021-12	SOM
630	Battles	South Sudan	Jonglei	Duk	2021-12	SSD
631	Violence against civilians	South Sudan	Warrap	Tonj East	2021-12	SSD
632	Violence against civilians	Somalia	Bay	Baydhaba	2021-12	SOM
633	Violence against civilians	Somalia	Hiraan	Belet Weyne	2021-12	SOM
634	Battles	Somalia	Middle Shabelle	Balcad	2021-12	SOM
635	Battles	Somalia	Bay	Baydhaba	2021-12	SOM
636	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
638	Violence against civilians	South Sudan	Eastern Equatoria	Torit	2021-12	SSD
639	Violence against civilians	Ethiopia	Amhara	North Shewa (AM)	2021-12	ETH
640	Violence against civilians	Kenya	Laikipia	Laikipia West	2021-12	KEN
641	Violence against civilians	Kenya	Isiolo	Isiolo North	2021-12	KEN
642	Protests	Ethiopia	Amhara	East Gojam	2021-12	ETH
643	Protests	Ethiopia	Benishangul Gumz	Assosa	2021-12	ETH
646	Protests	Ethiopia	Gambela	Agnewak	2021-12	ETH
648	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2021-12	SOM
650	Battles	Somalia	Middle Shabelle	Balcad	2021-12	SOM
651	Protests	Uganda	Central	Kayunga	2021-12	UGA
654	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2021-12	SOM
655	Battles	Somalia	Sool	Laas Caanood	2021-12	SOM
656	Battles	Uganda	Central	Kiboga	2021-12	UGA
657	Strategic developments	Ethiopia	Oromia	Bale	2021-12	ETH
658	Riots	Uganda	Northern	Omoro	2021-12	UGA
659	Violence against civilians	Uganda	Northern	Gulu	2021-12	UGA
663	Strategic developments	Ethiopia	Oromia	Kelem Wellega	2021-12	ETH
664	Battles	Ethiopia	Oromia	Kelem Wellega	2021-12	ETH
665	Violence against civilians	Ethiopia	Oromia	East Wellega	2021-12	ETH
666	Strategic developments	Ethiopia	Oromia	East Wellega	2021-12	ETH
667	Battles	Ethiopia	Oromia	Kelem Wellega	2021-12	ETH
668	Battles	Ethiopia	Oromia	West Wellega	2021-12	ETH
669	Battles	Ethiopia	Oromia	Kelem Wellega	2021-12	ETH
670	Battles	Ethiopia	Oromia	East Wellega	2021-12	ETH
671	Battles	Ethiopia	Oromia	East Shewa	2021-12	ETH
672	Violence against civilians	Ethiopia	Amhara	Oromia	2021-12	ETH
673	Strategic developments	Somalia	Woqooyi Galbeed	Hargeysa	2021-12	SOM
674	Battles	Somalia	Lower Shabelle	Marka	2021-12	SOM
675	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2021-12	SOM
676	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
677	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
678	Violence against civilians	Kenya	West Pokot	Sigor	2021-12	KEN
680	Violence against civilians	Somalia	Lower Shabelle	Marka	2021-12	SOM
681	Explosions/Remote violence	Somalia	Lower Juba	Kismaayo	2021-12	SOM
682	Battles	Somalia	Bay	Qansax Dheere	2021-12	SOM
683	Riots	Uganda	Eastern	Jinja	2021-12	UGA
684	Riots	Uganda	Northern	Gulu	2021-12	UGA
688	Strategic developments	Ethiopia	Oromia	West Shewa	2021-12	ETH
689	Strategic developments	Ethiopia	Oromia	Borena	2021-12	ETH
692	Battles	South Sudan	Central Equatoria	Juba	2021-12	SSD
693	Riots	Uganda	Eastern	Mayuge	2021-12	UGA
695	Strategic developments	Ethiopia	Oromia	East Wellega	2021-12	ETH
696	Battles	Somalia	Galgaduud	Dhuusamarreeb	2021-12	SOM
697	Battles	Somalia	Banadir	Banadir	2021-12	SOM
698	Violence against civilians	Somalia	Banadir	Banadir	2021-12	SOM
699	Strategic developments	Ethiopia	Amhara	North Wello	2021-12	ETH
700	Violence against civilians	Uganda	Central	Wakiso	2021-12	UGA
706	Battles	Kenya	Mandera	Mandera North	2021-12	KEN
707	Protests	Ethiopia	SNNP	Guraghe	2021-12	ETH
708	Strategic developments	Ethiopia	Oromia	West Shewa	2021-12	ETH
709	Protests	South Sudan	Jonglei	Bor South	2021-12	SSD
710	Battles	South Sudan	Eastern Equatoria	Kapoeta East	2021-12	SSD
711	Battles	Somalia	Bakool	Waajid	2021-12	SOM
712	Battles	Somalia	Lower Shabelle	Marka	2021-12	SOM
713	Violence against civilians	Somalia	Hiraan	Belet Weyne	2021-12	SOM
714	Battles	Somalia	Lower Juba	Afmadow	2021-12	SOM
715	Battles	Somalia	Middle Shabelle	Jowhar	2021-12	SOM
716	Battles	Somalia	Lower Juba	Badhaadhe	2021-12	SOM
717	Strategic developments	Uganda	Central	Kayunga	2021-12	UGA
718	Protests	Uganda	Central	Kayunga	2021-12	UGA
719	Protests	Uganda	Central	Wakiso	2021-12	UGA
720	Protests	Uganda	Central	Kampala	2021-12	UGA
721	Battles	Somalia	Galgaduud	Dhuusamarreeb	2021-12	SOM
722	Battles	Somalia	Bakool	Xudur	2021-12	SOM
723	Strategic developments	Ethiopia	Amhara	South Wello	2021-12	ETH
724	Violence against civilians	Kenya	Marsabit	North Horr	2021-12	KEN
725	Violence against civilians	Kenya	Marsabit	North Horr	2021-12	KEN
726	Protests	Uganda	Northern	Nebbi	2021-12	UGA
727	Riots	Uganda	Northern	Agago	2021-12	UGA
728	Battles	Kenya	Wajir	Wajir East	2021-12	KEN
729	Violence against civilians	Ethiopia	Amhara	South Wello	2021-12	ETH
730	Violence against civilians	Ethiopia	Afar	Hari /Zone 5	2021-12	ETH
732	Battles	Ethiopia	Oromia	East Wellega	2021-12	ETH
733	Battles	Ethiopia	Oromia	West Wellega	2021-12	ETH
734	Battles	Ethiopia	Oromia	East Wellega	2021-12	ETH
735	Battles	Ethiopia	Oromia	East Shewa	2021-12	ETH
736	Violence against civilians	South Sudan	Warrap	Tonj East	2021-12	SSD
737	Violence against civilians	South Sudan	Warrap	Tonj East	2021-12	SSD
738	Protests	South Sudan	Western Bahr el Ghazal	Wau	2021-12	SSD
739	Battles	South Sudan	Eastern Equatoria	Budi	2021-12	SSD
740	Battles	Somalia	Lower Juba	Badhaadhe	2021-12	SOM
741	Battles	Somalia	Middle Shabelle	Jowhar	2021-12	SOM
742	Protests	Uganda	Western	Kagadi	2021-12	UGA
743	Battles	Somalia	Lower Shabelle	Marka	2021-12	SOM
744	Battles	Somalia	Bay	Baydhaba	2021-12	SOM
745	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
746	Explosions/Remote violence	Somalia	Gedo	Baardheere	2021-12	SOM
747	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
748	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
749	Strategic developments	Somalia	Middle Shabelle	Jowhar	2021-12	SOM
752	Riots	South Sudan	Jonglei	Bor South	2021-12	SSD
753	Strategic developments	Uganda	Central	Kayunga	2021-12	UGA
754	Explosions/Remote violence	Ethiopia	Amhara	South Wello	2021-12	ETH
755	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
757	Protests	Uganda	Central	Kampala	2021-12	UGA
759	Battles	Ethiopia	Oromia	East Wellega	2021-12	ETH
760	Battles	Ethiopia	Oromia	East Wellega	2021-12	ETH
761	Strategic developments	Somalia	Hiraan	Belet Weyne	2021-12	SOM
762	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
763	Battles	Somalia	Lower Juba	Kismaayo	2021-12	SOM
765	Riots	Kenya	Kisumu	Muhoroni	2021-12	KEN
766	Protests	Kenya	Homa Bay	Ndhiwa	2021-12	KEN
767	Battles	Somalia	Banadir	Banadir	2021-12	SOM
768	Explosions/Remote violence	Somalia	Hiraan	Belet Weyne	2021-12	SOM
769	Battles	Somalia	Banadir	Banadir	2021-12	SOM
770	Battles	Somalia	Woqooyi Galbeed	Gebiley	2021-12	SOM
771	Violence against civilians	Somalia	Gedo	Garbahaarey	2021-12	SOM
772	Battles	Somalia	Togdheer	Buuhoodle	2021-12	SOM
773	Violence against civilians	Somalia	Lower Juba	Kismaayo	2021-12	SOM
774	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
775	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
776	Battles	Kenya	Baringo	Baringo North	2021-12	KEN
778	Violence against civilians	Somalia	Lower Shabelle	Marka	2021-12	SOM
780	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
781	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2021-12	SOM
782	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2021-12	SOM
784	Violence against civilians	Ethiopia	Amhara	Wag Hamra	2021-12	ETH
785	Protests	Uganda	Central	Kalungu	2021-12	UGA
786	Violence against civilians	Kenya	Elgeyo-Marakwet	Marakwet East	2021-12	KEN
788	Violence against civilians	Kenya	Laikipia	Laikipia North	2021-12	KEN
789	Protests	Kenya	Elgeyo-Marakwet	Marakwet East	2021-12	KEN
791	Protests	Uganda	Central	Kampala	2021-12	UGA
792	Battles	Ethiopia	Oromia	East Shewa	2021-12	ETH
793	Strategic developments	Kenya	Mandera	Lafey	2021-12	KEN
794	Battles	Somalia	Banadir	Banadir	2021-12	SOM
796	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
797	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
798	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
799	Battles	Somalia	Lower Juba	Badhaadhe	2021-12	SOM
800	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
801	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
802	Battles	Somalia	Lower Juba	Afmadow	2021-12	SOM
803	Battles	Somalia	Banadir	Banadir	2021-12	SOM
804	Battles	Somalia	Togdheer	Owdweyne	2021-12	SOM
805	Violence against civilians	Somalia	Galgaduud	Cabudwaaq	2021-12	SOM
808	Violence against civilians	Uganda	Central	Kayunga	2021-12	UGA
809	Protests	Uganda	Western	Mbarara	2021-12	UGA
810	Battles	Ethiopia	Amhara	North Wello	2021-12	ETH
811	Battles	Ethiopia	Amhara	North Shewa (AM)	2021-12	ETH
812	Battles	Ethiopia	Amhara	North Wello	2021-12	ETH
816	Battles	Somalia	Galgaduud	Cabudwaaq	2021-12	SOM
817	Violence against civilians	South Sudan	Northern Bahr el Ghazal	Aweil East	2021-12	SSD
818	Violence against civilians	South Sudan	Jonglei	Nyirol	2021-12	SSD
819	Riots	Uganda	Western	Kagadi	2021-12	UGA
820	Violence against civilians	Somalia	Bay	Baydhaba	2021-12	SOM
821	Violence against civilians	Somalia	Bay	Baydhaba	2021-12	SOM
822	Protests	Uganda	Eastern	Busia	2021-12	UGA
826	Battles	Somalia	Middle Shabelle	Jowhar	2021-12	SOM
827	Violence against civilians	South Sudan	Central Equatoria	Juba	2021-12	SSD
828	Riots	Uganda	Eastern	Buyende	2021-12	UGA
829	Battles	Ethiopia	SNNP	Guraghe	2021-12	ETH
833	Protests	Uganda	Western	Hoima	2021-12	UGA
834	Explosions/Remote violence	Somalia	Gedo	Baardheere	2021-12	SOM
835	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
836	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
837	Battles	Somalia	Lower Juba	Kismaayo	2021-12	SOM
838	Protests	Uganda	Central	Kampala	2021-12	UGA
839	Violence against civilians	Ethiopia	Amhara	South Wello	2021-12	ETH
840	Violence against civilians	Ethiopia	Amhara	North Wello	2021-12	ETH
841	Strategic developments	Ethiopia	Amhara	North Wello	2021-12	ETH
842	Strategic developments	Ethiopia	Amhara	South Wello	2021-12	ETH
846	Battles	Somalia	Galgaduud	Cabudwaaq	2021-12	SOM
847	Violence against civilians	Uganda	Eastern	Busia	2021-12	UGA
848	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2021-12	SOM
849	Explosions/Remote violence	Somalia	Lower Juba	Badhaadhe	2021-12	SOM
851	Riots	Uganda	Eastern	Mbale	2021-12	UGA
852	Protests	Uganda	Northern	Pader	2021-12	UGA
853	Violence against civilians	Ethiopia	SNNP	Guraghe	2021-12	ETH
855	Battles	Somalia	Lower Juba	Kismaayo	2021-12	SOM
856	Strategic developments	South Sudan	Jonglei	Uror	2021-12	SSD
858	Battles	Somalia	Lower Juba	Kismaayo	2021-12	SOM
859	Battles	Somalia	Banadir	Banadir	2021-12	SOM
860	Violence against civilians	Somalia	Gedo	Doolow	2021-12	SOM
861	Strategic developments	Somalia	Sool	Xudun	2021-12	SOM
862	Protests	Uganda	Eastern	Busia	2021-12	UGA
863	Riots	Uganda	Northern	Agago	2021-12	UGA
864	Violence against civilians	Ethiopia	Amhara	Wag Hamra	2021-12	ETH
865	Violence against civilians	Ethiopia	Amhara	South Wello	2021-12	ETH
870	Violence against civilians	South Sudan	Northern Bahr el Ghazal	Aweil North	2021-12	SSD
871	Battles	South Sudan	Unity	Panyijiar	2021-12	SSD
873	Strategic developments	Ethiopia	Benishangul Gumz	Assosa	2021-12	ETH
878	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2021-12	SOM
879	Battles	Somalia	Lower Juba	Badhaadhe	2021-12	SOM
880	Strategic developments	Uganda	Eastern	Busia	2021-12	UGA
881	Battles	Somalia	Banadir	Banadir	2021-12	SOM
882	Protests	Kenya	Kiambu	Kabete	2021-12	KEN
883	Battles	South Sudan	Central Equatoria	Lainya	2021-12	SSD
884	Battles	South Sudan	Jonglei	Bor South	2021-12	SSD
886	Protests	Somalia	Sool	Laas Caanood	2021-12	SOM
887	Protests	Somalia	Togdheer	Burco	2021-12	SOM
888	Battles	Somalia	Banadir	Banadir	2021-12	SOM
889	Battles	Somalia	Bari	Bossaso	2021-12	SOM
890	Strategic developments	Uganda	Central	Kampala	2021-12	UGA
891	Riots	Uganda	Northern	Pader	2021-12	UGA
892	Strategic developments	Ethiopia	Amhara	South Wello	2021-12	ETH
893	Strategic developments	Ethiopia	Amhara	South Wello	2021-12	ETH
894	Strategic developments	Ethiopia	Amhara	South Wello	2021-12	ETH
895	Strategic developments	Ethiopia	Afar	Awsi /Zone 1	2021-12	ETH
896	Battles	Ethiopia	Oromia	Guji	2021-12	ETH
897	Battles	Ethiopia	Oromia	West Arsi	2021-12	ETH
898	Battles	Uganda	Central	Mityana	2021-12	UGA
899	Explosions/Remote violence	Kenya	Murang'a	Gatanga	2021-12	KEN
902	Violence against civilians	Somalia	Galgaduud	Cabudwaaq	2021-12	SOM
903	Explosions/Remote violence	Somalia	Gedo	Garbahaarey	2021-12	SOM
904	Battles	Somalia	Bay	Baydhaba	2021-12	SOM
905	Battles	Somalia	Togdheer	Owdweyne	2021-12	SOM
906	Protests	Uganda	Western	Rubanda	2021-12	UGA
910	Violence against civilians	Ethiopia	Oromia	Horo Gudru Wellega	2021-12	ETH
911	Battles	Somalia	Galgaduud	Dhuusamarreeb	2021-12	SOM
912	Battles	Somalia	Lower Juba	Afmadow	2021-12	SOM
914	Battles	Somalia	Lower Shabelle	Marka	2021-12	SOM
915	Battles	Somalia	Banadir	Banadir	2021-12	SOM
916	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
917	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
918	Violence against civilians	Somalia	Banadir	Banadir	2021-12	SOM
919	Battles	Somalia	Middle Shabelle	Balcad	2021-12	SOM
920	Protests	Uganda	Northern	Pader	2021-12	UGA
921	Strategic developments	Ethiopia	Amhara	South Wello	2021-12	ETH
922	Strategic developments	Ethiopia	Amhara	North Shewa (AM)	2021-12	ETH
923	Strategic developments	Ethiopia	Amhara	Oromia	2021-12	ETH
924	Strategic developments	Ethiopia	Amhara	North Shewa (AM)	2021-12	ETH
925	Battles	Ethiopia	Amhara	South Wello	2021-12	ETH
926	Battles	Ethiopia	Amhara	South Wello	2021-12	ETH
929	Violence against civilians	Kenya	Garissa	Dujis	2021-12	KEN
931	Explosions/Remote violence	Somalia	Bay	Baydhaba	2021-12	SOM
932	Battles	Somalia	Banadir	Banadir	2021-12	SOM
933	Violence against civilians	South Sudan	Jonglei	Nyirol	2021-12	SSD
934	Strategic developments	Uganda	Central	Kampala	2021-12	UGA
935	Strategic developments	Uganda	Central	Wakiso	2021-12	UGA
937	Protests	Uganda	Central	Masaka	2021-12	UGA
938	Protests	Ethiopia	Addis Ababa	Region 14	2021-12	ETH
940	Riots	Uganda	Eastern	Pallisa	2021-12	UGA
941	Protests	Ethiopia	Oromia	West Hararge	2021-12	ETH
942	Battles	Somalia	Lower Juba	Kismaayo	2021-12	SOM
943	Strategic developments	Somalia	Bakool	Waajid	2021-12	SOM
944	Protests	Kenya	Homa Bay	Ndhiwa	2021-12	KEN
946	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
947	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
948	Protests	Uganda	Northern	Gulu	2021-12	UGA
949	Violence against civilians	South Sudan	Jonglei	Nyirol	2021-12	SSD
950	Violence against civilians	Ethiopia	Amhara	South Wello	2021-12	ETH
951	Explosions/Remote violence	Kenya	Mandera	Mandera East	2021-12	KEN
953	Battles	South Sudan	Eastern Equatoria	Kapoeta East	2021-12	SSD
954	Violence against civilians	Uganda	Central	Kayunga	2021-12	UGA
955	Violence against civilians	Uganda	Northern	Moyo	2021-12	UGA
959	Explosions/Remote violence	Somalia	Gedo	Ceel Waaq	2021-12	SOM
960	Battles	Kenya	Mandera	Mandera East	2021-12	KEN
961	Battles	Somalia	Sool	Laas Caanood	2021-12	SOM
962	Battles	Somalia	Sool	Laas Caanood	2021-12	SOM
963	Battles	Somalia	Bay	Buur Hakaba	2021-12	SOM
964	Battles	Somalia	Middle Shabelle	Jowhar	2021-12	SOM
965	Battles	Somalia	Lower Shabelle	Marka	2021-12	SOM
966	Battles	Somalia	Banadir	Banadir	2021-12	SOM
967	Battles	Somalia	Lower Shabelle	Afgooye	2021-12	SOM
968	Strategic developments	Ethiopia	Amhara	North Wello	2021-12	ETH
969	Battles	Ethiopia	Amhara	South Wello	2021-12	ETH
970	Battles	Ethiopia	Amhara	South Wello	2021-12	ETH
971	Battles	Ethiopia	Amhara	Oromia	2021-12	ETH
972	Battles	Ethiopia	Amhara	South Wello	2021-12	ETH
973	Battles	Ethiopia	Amhara	Oromia	2021-12	ETH
974	Battles	Ethiopia	Amhara	Oromia	2021-12	ETH
975	Battles	Ethiopia	Amhara	Oromia	2021-12	ETH
977	Protests	Ethiopia	Amhara	West Gojam	2021-12	ETH
978	Protests	Uganda	Central	Kampala	2021-12	UGA
979	Violence against civilians	Somalia	Togdheer	Buuhoodle	2021-12	SOM
980	Battles	Somalia	Lower Juba	Kismaayo	2021-12	SOM
983	Battles	Somalia	Lower Shabelle	Marka	2021-12	SOM
984	Explosions/Remote violence	Somalia	Lower Juba	Kismaayo	2021-12	SOM
985	Violence against civilians	Somalia	Banadir	Banadir	2021-12	SOM
